26-02-26 03:04:58.936 :   task: train
  gpu_ids: [0, 1, 2, 3]
  log_path: ./log
  model_save: ./model_save
  pretained_path:[
    index: False
    path: ./model_save/model_best.pth
  ]
  batch_size: 1
  nc: [1, 16]
  patch_size: [128, 128]
  stride_size: [16, 16]
  atoms: 50
  d_size: 3
  max_epoch: 1000
  stage: 3
  lr: 0.0001
  loss_function_index: 1
  n_channels: 1
  train:[
    sigma: [15, 50]
    dataroot_H: ./dataset/gray_train
    H_size: 128
    n_channels: 1
  ]
  valid:[
    sigma: [15, 25, 50]
    dataroot_H: ./dataset/gray_valid
    n_channels: 1
  ]
  opt_path: ./options/train_options.json
  is_train: True
  scale: 1

26-02-26 03:04:59.985 : Number of parameter: 3.41M
26-02-26 03:04:59.985 : start training...
26-02-26 15:26:00.975 : epoch:[358/1000], 平均loss: 0.0235
26-02-26 15:28:03.442 : epoch:[359/1000], 平均loss: 0.0237
26-02-26 15:30:06.963 : epoch:[360/1000], 平均loss: 0.0237
26-02-26 15:32:11.624 : epoch:[361/1000], 平均loss: 0.0235
26-02-26 15:34:15.988 : epoch:[362/1000], 平均loss: 0.0236
26-02-26 15:36:20.615 : epoch:[363/1000], 平均loss: 0.0235
26-02-26 15:38:25.914 : epoch:[364/1000], 平均loss: 0.0237
26-02-26 15:40:29.230 : epoch:[365/1000], 平均loss: 0.0236
26-02-26 15:42:34.672 : epoch:[366/1000], 平均loss: 0.0238
26-02-26 15:44:40.403 : epoch:[367/1000], 平均loss: 0.0235
26-02-26 15:46:44.885 : epoch:[368/1000], 平均loss: 0.0238
26-02-26 15:48:49.580 : epoch:[369/1000], 平均loss: 0.0240
26-02-26 15:50:54.116 : epoch:[370/1000], 平均loss: 0.0237
26-02-26 15:52:58.325 : epoch:[371/1000], 平均loss: 0.0236
26-02-26 15:55:02.320 : epoch:[372/1000], 平均loss: 0.0238
26-02-26 15:57:06.951 : epoch:[373/1000], 平均loss: 0.0237
26-02-26 15:59:12.082 : epoch:[374/1000], 平均loss: 0.0237
26-02-26 16:01:16.811 : epoch:[375/1000], 平均loss: 0.0235
26-02-26 16:03:18.531 : epoch:[376/1000], 平均loss: 0.0236
26-02-26 16:05:22.480 : epoch:[377/1000], 平均loss: 0.0238
26-02-26 16:07:26.326 : epoch:[378/1000], 平均loss: 0.0236
26-02-26 16:09:29.902 : epoch:[379/1000], 平均loss: 0.0238
26-02-26 16:11:33.550 : epoch:[380/1000], 平均loss: 0.0238
26-02-26 16:13:37.205 : epoch:[381/1000], 平均loss: 0.0237
26-02-26 16:15:40.419 : epoch:[382/1000], 平均loss: 0.0236
26-02-26 16:17:36.115 : epoch:[383/1000], 平均loss: 0.0234
26-02-26 16:19:39.214 : epoch:[384/1000], 平均loss: 0.0239
26-02-26 16:21:42.525 : epoch:[385/1000], 平均loss: 0.0237
26-02-26 16:23:46.583 : epoch:[386/1000], 平均loss: 0.0237
26-02-26 16:25:47.285 : epoch:[387/1000], 平均loss: 0.0236
26-02-26 16:27:51.347 : epoch:[388/1000], 平均loss: 0.0235
26-02-26 16:29:55.372 : epoch:[389/1000], 平均loss: 0.0236
26-02-26 16:31:58.004 : epoch:[390/1000], 平均loss: 0.0237
26-02-26 16:34:01.284 : epoch:[391/1000], 平均loss: 0.0235
26-02-26 16:36:04.113 : epoch:[392/1000], 平均loss: 0.0235
26-02-26 16:38:07.108 : epoch:[393/1000], 平均loss: 0.0237
26-02-26 16:40:09.343 : epoch:[394/1000], 平均loss: 0.0238
26-02-26 16:42:11.103 : epoch:[395/1000], 平均loss: 0.0237
26-02-26 16:44:12.765 : epoch:[396/1000], 平均loss: 0.0238
26-02-26 16:46:16.198 : epoch:[397/1000], 平均loss: 0.0236
26-02-26 16:48:18.330 : epoch:[398/1000], 平均loss: 0.0237
26-02-26 16:50:22.756 : epoch:[399/1000], 平均loss: 0.0236
26-02-26 16:52:26.076 : epoch:[400/1000], 平均loss: 0.0238
26-02-26 16:54:30.287 : epoch:[401/1000], 平均loss: 0.0238
26-02-26 16:56:33.708 : epoch:[402/1000], 平均loss: 0.0236
26-02-26 16:58:37.027 : epoch:[403/1000], 平均loss: 0.0237
26-02-26 17:00:41.255 : epoch:[404/1000], 平均loss: 0.0235
26-02-26 17:02:45.118 : epoch:[405/1000], 平均loss: 0.0237
26-02-26 17:04:47.503 : epoch:[406/1000], 平均loss: 0.0236
26-02-26 17:06:51.122 : epoch:[407/1000], 平均loss: 0.0235
26-02-26 17:08:54.724 : epoch:[408/1000], 平均loss: 0.0234
26-02-26 17:10:59.249 : epoch:[409/1000], 平均loss: 0.0238
26-02-26 17:13:03.767 : epoch:[410/1000], 平均loss: 0.0238
26-02-26 17:15:07.710 : epoch:[411/1000], 平均loss: 0.0236
26-02-26 17:17:11.648 : epoch:[412/1000], 平均loss: 0.0235
26-02-26 17:19:16.177 : epoch:[413/1000], 平均loss: 0.0235
26-02-26 17:21:19.731 : epoch:[414/1000], 平均loss: 0.0236
26-02-26 17:23:24.028 : epoch:[415/1000], 平均loss: 0.0237
26-02-26 17:25:28.426 : epoch:[416/1000], 平均loss: 0.0236
26-02-26 17:27:31.727 : epoch:[417/1000], 平均loss: 0.0237
26-02-26 17:29:35.172 : epoch:[418/1000], 平均loss: 0.0235
26-02-26 17:31:39.494 : epoch:[419/1000], 平均loss: 0.0237
26-02-26 17:33:41.731 : epoch:[420/1000], 平均loss: 0.0236
26-02-26 17:35:45.719 : epoch:[421/1000], 平均loss: 0.0237
26-02-26 17:37:49.006 : epoch:[422/1000], 平均loss: 0.0238
26-02-26 17:39:52.611 : epoch:[423/1000], 平均loss: 0.0236
26-02-26 17:41:56.133 : epoch:[424/1000], 平均loss: 0.0236
26-02-26 17:44:00.224 : epoch:[425/1000], 平均loss: 0.0239
26-02-26 17:46:03.241 : epoch:[426/1000], 平均loss: 0.0235
26-02-26 17:48:06.735 : epoch:[427/1000], 平均loss: 0.0238
26-02-26 17:50:10.320 : epoch:[428/1000], 平均loss: 0.0235
26-02-26 17:52:04.700 : epoch:[429/1000], 平均loss: 0.0237
26-02-26 17:54:05.189 : epoch:[430/1000], 平均loss: 0.0238
26-02-26 17:56:07.284 : epoch:[431/1000], 平均loss: 0.0237
26-02-26 17:58:08.020 : epoch:[432/1000], 平均loss: 0.0237
26-02-26 18:00:10.896 : epoch:[433/1000], 平均loss: 0.0238
26-02-26 18:02:13.747 : epoch:[434/1000], 平均loss: 0.0236
26-02-26 18:04:17.400 : epoch:[435/1000], 平均loss: 0.0236
26-02-26 18:06:21.035 : epoch:[436/1000], 平均loss: 0.0238
26-02-26 18:08:24.449 : epoch:[437/1000], 平均loss: 0.0238
26-02-26 18:10:27.766 : epoch:[438/1000], 平均loss: 0.0237
26-02-26 18:12:31.144 : epoch:[439/1000], 平均loss: 0.0238
26-02-26 18:14:35.341 : epoch:[440/1000], 平均loss: 0.0237
26-02-26 18:16:37.377 : epoch:[441/1000], 平均loss: 0.0236
26-02-26 18:18:37.617 : epoch:[442/1000], 平均loss: 0.0235
26-02-26 18:20:37.799 : epoch:[443/1000], 平均loss: 0.0238
26-02-26 18:22:39.391 : epoch:[444/1000], 平均loss: 0.0236
26-02-26 18:24:40.778 : epoch:[445/1000], 平均loss: 0.0235
26-02-26 18:26:41.650 : epoch:[446/1000], 平均loss: 0.0235
26-02-26 18:28:42.859 : epoch:[447/1000], 平均loss: 0.0237
26-02-26 18:30:43.633 : epoch:[448/1000], 平均loss: 0.0236
26-02-26 18:32:44.438 : epoch:[449/1000], 平均loss: 0.0236
26-02-26 18:34:45.101 : epoch:[450/1000], 平均loss: 0.0236
26-02-26 18:36:48.883 : epoch:[451/1000], 平均loss: 0.0236
26-02-26 18:38:52.785 : epoch:[452/1000], 平均loss: 0.0235
26-02-26 18:40:57.014 : epoch:[453/1000], 平均loss: 0.0237
26-02-26 18:43:01.453 : epoch:[454/1000], 平均loss: 0.0237
26-02-26 18:45:05.697 : epoch:[455/1000], 平均loss: 0.0237
26-02-26 18:47:11.439 : epoch:[456/1000], 平均loss: 0.0236
26-02-26 18:49:17.314 : epoch:[457/1000], 平均loss: 0.0235
26-02-26 18:51:21.702 : epoch:[458/1000], 平均loss: 0.0237
26-02-26 18:53:26.150 : epoch:[459/1000], 平均loss: 0.0236
26-02-26 18:55:31.164 : epoch:[460/1000], 平均loss: 0.0236
26-02-26 18:57:36.577 : epoch:[461/1000], 平均loss: 0.0237
26-02-26 18:59:40.567 : epoch:[462/1000], 平均loss: 0.0236
26-02-26 19:01:44.674 : epoch:[463/1000], 平均loss: 0.0236
26-02-26 19:03:46.435 : epoch:[464/1000], 平均loss: 0.0236
26-02-26 19:05:50.960 : epoch:[465/1000], 平均loss: 0.0237
26-02-26 19:07:54.769 : epoch:[466/1000], 平均loss: 0.0236
26-02-26 19:09:58.794 : epoch:[467/1000], 平均loss: 0.0235
26-02-26 19:12:02.228 : epoch:[468/1000], 平均loss: 0.0236
26-02-26 19:14:05.563 : epoch:[469/1000], 平均loss: 0.0238
26-02-26 19:16:13.656 : epoch:[470/1000], 平均loss: 0.0235
26-02-26 19:18:17.910 : epoch:[471/1000], 平均loss: 0.0237
26-02-26 19:20:20.234 : epoch:[472/1000], 平均loss: 0.0237
26-02-26 19:22:24.381 : epoch:[473/1000], 平均loss: 0.0235
26-02-26 19:24:28.808 : epoch:[474/1000], 平均loss: 0.0235
26-02-26 19:26:34.335 : epoch:[475/1000], 平均loss: 0.0235
26-02-26 19:28:40.428 : epoch:[476/1000], 平均loss: 0.0235
26-02-26 19:30:46.230 : epoch:[477/1000], 平均loss: 0.0233
26-02-26 19:32:52.452 : epoch:[478/1000], 平均loss: 0.0236
26-02-26 19:34:58.360 : epoch:[479/1000], 平均loss: 0.0236
26-02-26 19:37:04.357 : epoch:[480/1000], 平均loss: 0.0235
26-02-26 19:39:09.702 : epoch:[481/1000], 平均loss: 0.0236
26-02-26 19:41:15.563 : epoch:[482/1000], 平均loss: 0.0235
26-02-26 19:43:19.718 : epoch:[483/1000], 平均loss: 0.0237
26-02-26 19:45:24.061 : epoch:[484/1000], 平均loss: 0.0235
26-02-26 19:47:28.978 : epoch:[485/1000], 平均loss: 0.0238
26-02-26 19:49:33.678 : epoch:[486/1000], 平均loss: 0.0237
26-02-26 19:51:38.679 : epoch:[487/1000], 平均loss: 0.0238
26-02-26 19:53:42.298 : epoch:[488/1000], 平均loss: 0.0237
26-02-26 19:55:46.735 : epoch:[489/1000], 平均loss: 0.0236
26-02-26 19:57:52.015 : epoch:[490/1000], 平均loss: 0.0237
26-02-26 19:59:56.962 : epoch:[491/1000], 平均loss: 0.0239
26-02-26 20:02:03.154 : epoch:[492/1000], 平均loss: 0.0235
26-02-26 20:04:08.631 : epoch:[493/1000], 平均loss: 0.0237
26-02-26 20:06:13.832 : epoch:[494/1000], 平均loss: 0.0238
26-02-26 20:08:20.030 : epoch:[495/1000], 平均loss: 0.0234
26-02-26 20:10:24.518 : epoch:[496/1000], 平均loss: 0.0237
26-02-26 20:12:29.449 : epoch:[497/1000], 平均loss: 0.0236
26-02-26 20:14:33.439 : epoch:[498/1000], 平均loss: 0.0238
26-02-26 20:16:37.704 : epoch:[499/1000], 平均loss: 0.0235
26-02-26 20:18:41.352 : epoch:[500/1000], 平均loss: 0.0237
26-02-26 20:20:45.866 : epoch:[501/1000], 平均loss: 0.0238
26-02-26 20:22:49.594 : epoch:[502/1000], 平均loss: 0.0235
26-02-26 20:24:53.149 : epoch:[503/1000], 平均loss: 0.0237
26-02-26 20:26:56.676 : epoch:[504/1000], 平均loss: 0.0238
26-02-26 20:29:00.394 : epoch:[505/1000], 平均loss: 0.0238
26-02-26 20:31:04.192 : epoch:[506/1000], 平均loss: 0.0236
26-02-26 20:33:09.328 : epoch:[507/1000], 平均loss: 0.0236
26-02-26 20:35:14.078 : epoch:[508/1000], 平均loss: 0.0235
26-02-26 20:37:18.479 : epoch:[509/1000], 平均loss: 0.0237
26-02-26 20:39:22.447 : epoch:[510/1000], 平均loss: 0.0237
26-02-26 20:41:25.990 : epoch:[511/1000], 平均loss: 0.0236
26-02-26 20:43:29.536 : epoch:[512/1000], 平均loss: 0.0234
26-02-26 20:45:32.921 : epoch:[513/1000], 平均loss: 0.0239
26-02-26 20:47:36.385 : epoch:[514/1000], 平均loss: 0.0235
26-02-26 20:49:39.989 : epoch:[515/1000], 平均loss: 0.0238
26-02-26 20:51:43.306 : epoch:[516/1000], 平均loss: 0.0237
26-02-26 20:53:46.298 : epoch:[517/1000], 平均loss: 0.0235
26-02-26 20:55:48.903 : epoch:[518/1000], 平均loss: 0.0235
26-02-26 20:57:51.516 : epoch:[519/1000], 平均loss: 0.0235
26-02-26 20:59:51.265 : epoch:[520/1000], 平均loss: 0.0236
26-02-26 21:01:53.781 : epoch:[521/1000], 平均loss: 0.0236
26-02-26 21:03:57.426 : epoch:[522/1000], 平均loss: 0.0235
26-02-26 21:06:01.619 : epoch:[523/1000], 平均loss: 0.0237
26-02-26 21:08:05.552 : epoch:[524/1000], 平均loss: 0.0236
26-02-26 21:10:08.829 : epoch:[525/1000], 平均loss: 0.0235
26-02-26 21:12:12.678 : epoch:[526/1000], 平均loss: 0.0235
26-02-26 21:14:16.505 : epoch:[527/1000], 平均loss: 0.0237
26-02-26 21:16:20.443 : epoch:[528/1000], 平均loss: 0.0236
26-02-26 21:18:24.005 : epoch:[529/1000], 平均loss: 0.0234
26-02-26 21:20:27.627 : epoch:[530/1000], 平均loss: 0.0237
26-02-26 21:22:29.647 : epoch:[531/1000], 平均loss: 0.0237
26-02-26 21:24:33.209 : epoch:[532/1000], 平均loss: 0.0235
26-02-26 21:26:37.674 : epoch:[533/1000], 平均loss: 0.0239
26-02-26 21:28:41.450 : epoch:[534/1000], 平均loss: 0.0236
26-02-26 21:30:45.279 : epoch:[535/1000], 平均loss: 0.0239
26-02-26 21:32:48.398 : epoch:[536/1000], 平均loss: 0.0235
26-02-26 21:34:51.713 : epoch:[537/1000], 平均loss: 0.0236
26-02-26 21:36:55.183 : epoch:[538/1000], 平均loss: 0.0236
26-02-26 21:38:58.918 : epoch:[539/1000], 平均loss: 0.0236
26-02-26 21:41:00.906 : epoch:[540/1000], 平均loss: 0.0236
26-02-26 21:43:04.294 : epoch:[541/1000], 平均loss: 0.0236
26-02-26 21:45:07.603 : epoch:[542/1000], 平均loss: 0.0237
26-02-26 21:47:10.803 : epoch:[543/1000], 平均loss: 0.0234
26-02-26 21:49:15.171 : epoch:[544/1000], 平均loss: 0.0236
26-02-26 21:51:20.083 : epoch:[545/1000], 平均loss: 0.0237
26-02-26 21:53:25.140 : epoch:[546/1000], 平均loss: 0.0235
26-02-26 21:55:29.335 : epoch:[547/1000], 平均loss: 0.0237
26-02-26 21:57:33.533 : epoch:[548/1000], 平均loss: 0.0237
26-02-26 21:59:37.034 : epoch:[549/1000], 平均loss: 0.0238
26-02-26 22:01:40.696 : epoch:[550/1000], 平均loss: 0.0236
26-02-26 22:03:45.117 : epoch:[551/1000], 平均loss: 0.0236
26-02-26 22:05:48.889 : epoch:[552/1000], 平均loss: 0.0237
26-02-26 22:07:52.279 : epoch:[553/1000], 平均loss: 0.0237
26-02-26 22:09:56.266 : epoch:[554/1000], 平均loss: 0.0234
26-02-26 22:11:59.799 : epoch:[555/1000], 平均loss: 0.0235
26-02-26 22:14:03.923 : epoch:[556/1000], 平均loss: 0.0237
26-02-26 22:16:07.548 : epoch:[557/1000], 平均loss: 0.0237
26-02-26 22:18:11.333 : epoch:[558/1000], 平均loss: 0.0236
26-02-26 22:20:15.241 : epoch:[559/1000], 平均loss: 0.0237
26-02-26 22:22:19.816 : epoch:[560/1000], 平均loss: 0.0236
26-02-26 22:24:23.942 : epoch:[561/1000], 平均loss: 0.0236
26-02-26 22:26:28.123 : epoch:[562/1000], 平均loss: 0.0234
26-02-26 22:28:32.430 : epoch:[563/1000], 平均loss: 0.0236
26-02-26 22:30:36.042 : epoch:[564/1000], 平均loss: 0.0237
26-02-26 22:32:39.776 : epoch:[565/1000], 平均loss: 0.0234
26-02-26 22:34:43.460 : epoch:[566/1000], 平均loss: 0.0236
26-02-26 22:36:47.631 : epoch:[567/1000], 平均loss: 0.0236
26-02-26 22:38:52.181 : epoch:[568/1000], 平均loss: 0.0236
26-02-26 22:40:56.702 : epoch:[569/1000], 平均loss: 0.0238
26-02-26 22:43:01.709 : epoch:[570/1000], 平均loss: 0.0235
26-02-26 22:45:04.602 : epoch:[571/1000], 平均loss: 0.0238
26-02-26 22:47:08.260 : epoch:[572/1000], 平均loss: 0.0240
26-02-26 22:49:07.421 : epoch:[573/1000], 平均loss: 0.0239
26-02-26 22:51:06.694 : epoch:[574/1000], 平均loss: 0.0237
26-02-26 22:53:09.191 : epoch:[575/1000], 平均loss: 0.0238
26-02-26 22:55:11.049 : epoch:[576/1000], 平均loss: 0.0237
26-02-26 22:57:09.571 : epoch:[577/1000], 平均loss: 0.0236
26-02-26 22:59:12.351 : epoch:[578/1000], 平均loss: 0.0236
26-02-26 23:01:15.424 : epoch:[579/1000], 平均loss: 0.0234
26-02-26 23:03:18.706 : epoch:[580/1000], 平均loss: 0.0237
26-02-26 23:05:21.544 : epoch:[581/1000], 平均loss: 0.0235
26-02-26 23:07:23.907 : epoch:[582/1000], 平均loss: 0.0236
26-02-26 23:09:27.272 : epoch:[583/1000], 平均loss: 0.0237
26-02-26 23:11:31.685 : epoch:[584/1000], 平均loss: 0.0236
26-02-26 23:13:35.060 : epoch:[585/1000], 平均loss: 0.0235
26-02-26 23:15:39.397 : epoch:[586/1000], 平均loss: 0.0236
26-02-26 23:17:43.822 : epoch:[587/1000], 平均loss: 0.0238
26-02-26 23:19:48.130 : epoch:[588/1000], 平均loss: 0.0235
26-02-26 23:21:52.015 : epoch:[589/1000], 平均loss: 0.0237
26-02-26 23:23:55.994 : epoch:[590/1000], 平均loss: 0.0235
26-02-26 23:26:00.433 : epoch:[591/1000], 平均loss: 0.0237
26-02-26 23:28:05.371 : epoch:[592/1000], 平均loss: 0.0237
26-02-26 23:30:11.119 : epoch:[593/1000], 平均loss: 0.0238
26-02-26 23:32:16.590 : epoch:[594/1000], 平均loss: 0.0235
26-02-26 23:34:21.661 : epoch:[595/1000], 平均loss: 0.0236
26-02-26 23:36:25.336 : epoch:[596/1000], 平均loss: 0.0235
26-02-26 23:38:24.860 : epoch:[597/1000], 平均loss: 0.0237
26-02-26 23:40:28.976 : epoch:[598/1000], 平均loss: 0.0237
26-02-26 23:42:34.085 : epoch:[599/1000], 平均loss: 0.0237
26-02-26 23:44:38.814 : epoch:[600/1000], 平均loss: 0.0236
26-02-26 23:46:43.287 : epoch:[601/1000], 平均loss: 0.0237
26-02-26 23:48:48.396 : epoch:[602/1000], 平均loss: 0.0238
26-02-26 23:50:52.914 : epoch:[603/1000], 平均loss: 0.0237
26-02-26 23:52:57.500 : epoch:[604/1000], 平均loss: 0.0236
26-02-26 23:55:02.589 : epoch:[605/1000], 平均loss: 0.0236
26-02-26 23:57:07.121 : epoch:[606/1000], 平均loss: 0.0236
26-02-26 23:59:11.952 : epoch:[607/1000], 平均loss: 0.0237
26-02-27 00:01:15.818 : epoch:[608/1000], 平均loss: 0.0237
26-02-27 00:03:18.300 : epoch:[609/1000], 平均loss: 0.0236
26-02-27 00:05:21.044 : epoch:[610/1000], 平均loss: 0.0239
26-02-27 00:07:25.888 : epoch:[611/1000], 平均loss: 0.0238
26-02-27 00:09:28.652 : epoch:[612/1000], 平均loss: 0.0236
26-02-27 00:11:31.412 : epoch:[613/1000], 平均loss: 0.0235
26-02-27 00:13:36.488 : epoch:[614/1000], 平均loss: 0.0237
26-02-27 00:15:41.503 : epoch:[615/1000], 平均loss: 0.0234
26-02-27 00:17:45.151 : epoch:[616/1000], 平均loss: 0.0238
26-02-27 00:19:48.401 : epoch:[617/1000], 平均loss: 0.0238
26-02-27 00:21:51.940 : epoch:[618/1000], 平均loss: 0.0237
26-02-27 00:23:55.640 : epoch:[619/1000], 平均loss: 0.0236
26-02-27 00:25:58.832 : epoch:[620/1000], 平均loss: 0.0236
26-02-27 00:28:02.301 : epoch:[621/1000], 平均loss: 0.0237
26-02-27 00:30:06.423 : epoch:[622/1000], 平均loss: 0.0236
26-02-27 00:32:11.109 : epoch:[623/1000], 平均loss: 0.0237
26-02-27 00:34:15.311 : epoch:[624/1000], 平均loss: 0.0237
26-02-27 00:36:18.726 : epoch:[625/1000], 平均loss: 0.0235
26-02-27 00:38:21.710 : epoch:[626/1000], 平均loss: 0.0236
26-02-27 00:40:25.496 : epoch:[627/1000], 平均loss: 0.0235
26-02-27 00:42:28.989 : epoch:[628/1000], 平均loss: 0.0235
26-02-27 00:44:32.876 : epoch:[629/1000], 平均loss: 0.0237
26-02-27 00:46:36.582 : epoch:[630/1000], 平均loss: 0.0236
26-02-27 00:48:38.059 : epoch:[631/1000], 平均loss: 0.0237
26-02-27 00:50:41.521 : epoch:[632/1000], 平均loss: 0.0235
26-02-27 00:52:44.857 : epoch:[633/1000], 平均loss: 0.0237
26-02-27 00:54:48.478 : epoch:[634/1000], 平均loss: 0.0235
26-02-27 00:56:51.526 : epoch:[635/1000], 平均loss: 0.0237
26-02-27 00:58:55.377 : epoch:[636/1000], 平均loss: 0.0237
26-02-27 01:00:58.624 : epoch:[637/1000], 平均loss: 0.0238
26-02-27 01:03:01.912 : epoch:[638/1000], 平均loss: 0.0233
26-02-27 01:05:06.337 : epoch:[639/1000], 平均loss: 0.0235
26-02-27 01:07:10.641 : epoch:[640/1000], 平均loss: 0.0236
26-02-27 01:09:14.143 : epoch:[641/1000], 平均loss: 0.0235
26-02-27 01:11:18.272 : epoch:[642/1000], 平均loss: 0.0236
26-02-27 01:13:23.112 : epoch:[643/1000], 平均loss: 0.0237
26-02-27 01:15:27.290 : epoch:[644/1000], 平均loss: 0.0238
26-02-27 01:17:25.829 : epoch:[645/1000], 平均loss: 0.0236
26-02-27 01:19:28.468 : epoch:[646/1000], 平均loss: 0.0235
26-02-27 01:21:31.425 : epoch:[647/1000], 平均loss: 0.0237
26-02-27 01:23:34.308 : epoch:[648/1000], 平均loss: 0.0237
26-02-27 01:25:37.544 : epoch:[649/1000], 平均loss: 0.0236
26-02-27 01:27:41.400 : epoch:[650/1000], 平均loss: 0.0237
26-02-27 01:29:45.820 : epoch:[651/1000], 平均loss: 0.0236
26-02-27 01:31:49.717 : epoch:[652/1000], 平均loss: 0.0236
26-02-27 01:33:51.621 : epoch:[653/1000], 平均loss: 0.0236
26-02-27 01:35:55.357 : epoch:[654/1000], 平均loss: 0.0236
26-02-27 01:37:59.233 : epoch:[655/1000], 平均loss: 0.0237
26-02-27 01:40:02.155 : epoch:[656/1000], 平均loss: 0.0237
26-02-27 01:41:57.671 : epoch:[657/1000], 平均loss: 0.0236
26-02-27 01:44:01.697 : epoch:[658/1000], 平均loss: 0.0237
26-02-27 01:46:05.710 : epoch:[659/1000], 平均loss: 0.0237
26-02-27 01:48:09.577 : epoch:[660/1000], 平均loss: 0.0235
26-02-27 01:50:13.237 : epoch:[661/1000], 平均loss: 0.0237
26-02-27 01:52:17.263 : epoch:[662/1000], 平均loss: 0.0238
26-02-27 01:54:18.277 : epoch:[663/1000], 平均loss: 0.0237
26-02-27 01:56:16.046 : epoch:[664/1000], 平均loss: 0.0234
26-02-27 01:58:20.479 : epoch:[665/1000], 平均loss: 0.0236
26-02-27 02:00:24.780 : epoch:[666/1000], 平均loss: 0.0233
26-02-27 02:02:28.845 : epoch:[667/1000], 平均loss: 0.0237
26-02-27 02:04:32.604 : epoch:[668/1000], 平均loss: 0.0235
26-02-27 02:06:36.728 : epoch:[669/1000], 平均loss: 0.0236
26-02-27 02:08:40.697 : epoch:[670/1000], 平均loss: 0.0237
26-02-27 02:10:44.819 : epoch:[671/1000], 平均loss: 0.0235
26-02-27 02:12:50.045 : epoch:[672/1000], 平均loss: 0.0236
26-02-27 02:14:54.828 : epoch:[673/1000], 平均loss: 0.0234
26-02-27 02:16:59.053 : epoch:[674/1000], 平均loss: 0.0236
26-02-27 02:19:04.639 : epoch:[675/1000], 平均loss: 0.0239
26-02-27 02:21:08.730 : epoch:[676/1000], 平均loss: 0.0237
26-02-27 02:23:11.368 : epoch:[677/1000], 平均loss: 0.0236
26-02-27 02:25:15.245 : epoch:[678/1000], 平均loss: 0.0236
26-02-27 02:27:20.576 : epoch:[679/1000], 平均loss: 0.0236
26-02-27 02:29:24.345 : epoch:[680/1000], 平均loss: 0.0236
26-02-27 02:31:27.188 : epoch:[681/1000], 平均loss: 0.0237
26-02-27 02:33:30.857 : epoch:[682/1000], 平均loss: 0.0236
26-02-27 02:35:35.102 : epoch:[683/1000], 平均loss: 0.0236
26-02-27 02:37:40.225 : epoch:[684/1000], 平均loss: 0.0236
26-02-27 02:39:45.364 : epoch:[685/1000], 平均loss: 0.0236
26-02-27 02:41:46.173 : epoch:[686/1000], 平均loss: 0.0235
26-02-27 02:43:47.098 : epoch:[687/1000], 平均loss: 0.0236
26-02-27 02:45:51.350 : epoch:[688/1000], 平均loss: 0.0236
26-02-27 02:47:55.977 : epoch:[689/1000], 平均loss: 0.0235
26-02-27 02:50:00.348 : epoch:[690/1000], 平均loss: 0.0237
26-02-27 02:52:04.401 : epoch:[691/1000], 平均loss: 0.0235
26-02-27 02:54:07.549 : epoch:[692/1000], 平均loss: 0.0236
26-02-27 02:56:12.198 : epoch:[693/1000], 平均loss: 0.0236
26-02-27 02:58:17.046 : epoch:[694/1000], 平均loss: 0.0235
26-02-27 03:00:21.817 : epoch:[695/1000], 平均loss: 0.0236
26-02-27 03:02:26.319 : epoch:[696/1000], 平均loss: 0.0236
26-02-27 03:04:31.428 : epoch:[697/1000], 平均loss: 0.0237
26-02-27 03:06:36.195 : epoch:[698/1000], 平均loss: 0.0236
26-02-27 03:08:40.224 : epoch:[699/1000], 平均loss: 0.0237
26-02-27 03:10:43.697 : epoch:[700/1000], 平均loss: 0.0235
26-02-27 03:12:47.344 : epoch:[701/1000], 平均loss: 0.0234
26-02-27 03:14:51.297 : epoch:[702/1000], 平均loss: 0.0236
26-02-27 03:16:54.744 : epoch:[703/1000], 平均loss: 0.0236
26-02-27 03:18:58.486 : epoch:[704/1000], 平均loss: 0.0238
26-02-27 03:21:01.985 : epoch:[705/1000], 平均loss: 0.0238
26-02-27 03:23:05.589 : epoch:[706/1000], 平均loss: 0.0236
26-02-27 03:25:09.251 : epoch:[707/1000], 平均loss: 0.0238
26-02-27 03:27:12.216 : epoch:[708/1000], 平均loss: 0.0237
26-02-27 03:29:15.616 : epoch:[709/1000], 平均loss: 0.0236
26-02-27 03:31:19.192 : epoch:[710/1000], 平均loss: 0.0236
26-02-27 03:33:22.417 : epoch:[711/1000], 平均loss: 0.0238
26-02-27 03:35:26.355 : epoch:[712/1000], 平均loss: 0.0237
26-02-27 03:37:29.738 : epoch:[713/1000], 平均loss: 0.0236
26-02-27 03:39:33.764 : epoch:[714/1000], 平均loss: 0.0237
26-02-27 03:41:37.341 : epoch:[715/1000], 平均loss: 0.0236
26-02-27 03:43:41.082 : epoch:[716/1000], 平均loss: 0.0237
26-02-27 03:45:45.097 : epoch:[717/1000], 平均loss: 0.0237
26-02-27 03:47:49.545 : epoch:[718/1000], 平均loss: 0.0237
26-02-27 03:49:53.738 : epoch:[719/1000], 平均loss: 0.0237
26-02-27 03:51:58.718 : epoch:[720/1000], 平均loss: 0.0237
26-02-27 03:54:02.269 : epoch:[721/1000], 平均loss: 0.0235
26-02-27 03:56:06.003 : epoch:[722/1000], 平均loss: 0.0237
26-02-27 03:58:09.961 : epoch:[723/1000], 平均loss: 0.0236
26-02-27 04:00:13.037 : epoch:[724/1000], 平均loss: 0.0236
